Model,Convolution,Base,Weights,Trial,Seed,Set,Noise,LI,Level,Loss,Accuracy
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,1,0.630957344,3.989557743,0.48
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,2,0.398107171,2.835781813,0.51
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,3,0.251188643,2.539166927,0.43
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,4,0.158489319,2.607595205,0.33
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,5,0.1,2.804115534,0.29
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,6,0.063095734,3.007711887,0.22
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,7,0.039810717,3.18541503,0.19
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,8,0.025118864,3.547702074,0.12
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,9,0.015848932,3.964853764,0.11
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,10,0.01,4.612482548,0.13
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,0,0,8.02401638,0.43
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,1,18,6.568671703,0.44
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,2,36,4.906541348,0.41
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,3,54,3.361085176,0.44
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,4,72,3.616141319,0.36
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,5,90,3.47025013,0.36
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,6,108,4.147989273,0.26
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,7,126,4.776707649,0.21
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,8,144,5.651586533,0.16
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,9,162,5.582257271,0.15
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,10,180,6.190338612,0.17
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,0,0,8.024962425,0.43
